salary,age,city_type,risk_appetite,years_to_retirement,basic_salary,hra_received,special_allowance,bonus,employer_pf,is_rented,rent_paid,existing_80C,existing_80D,existing_NPS,existing_80G,has_home_loan,home_loan_interest,has_education_loan,education_loan_interest,parent_senior,has_girl_child,gap_80C,gap_80D,gap_NPS,suggest_80C_topup,suggest_80D,suggest_NPS,best_80C_instrument,recommended_regime
1292206,32,1,1,28,637392,288567,103573,138628,21600,1,314700,111266,26739,47708,10618,0,0,0,0,1,0,38734,48261,2292,1,1,1,PPF,1
2202871,29,1,1,31,1026374,514000,216783,96895,21600,1,412908,60030,2983,31933,46950,0,0,0,0,0,0,89970,22017,18067,1,1,1,PPF,0
1494737,25,0,2,35,524045,222871,188415,174360,21600,0,0,121211,24458,9063,834,0,0,0,0,0,0,28789,542,40937,1,1,1,ELSS,1
3173798,55,1,2,5,1190231,594347,528162,32805,21600,1,250776,63079,21577,1214,20803,0,0,0,0,1,0,86921,53423,48786,1,1,1,NSC,0
2036916,35,0,1,25,1010746,516121,285382,239888,21600,0,0,112551,30699,44252,33146,0,0,1,67089,1,0,37449,44301,5748,1,1,1,PPF,0
2902332,54,1,3,6,1279983,655821,420676,279968,21600,1,333408,112167,67359,6852,13072,0,0,1,34161,1,0,37833,7641,43148,1,1,1,NSC,0
1205352,44,0,3,16,581205,225244,108470,104801,21600,0,0,110218,21511,8998,28906,0,0,0,0,0,1,39782,3489,41002,1,1,1,SSY,1
1046631,58,0,2,2,423116,182389,167970,33840,21600,0,0,10683,23664,36828,33172,0,0,0,0,0,0,139317,1336,13172,1,1,1,NSC,0
2171621,34,1,2,26,1069765,430232,295344,13735,21600,0,0,78858,1469,37493,4259,0,0,0,0,0,0,71142,23531,12507,1,1,1,ELSS,1
2920390,22,0,2,38,1304788,603781,522580,146384,21600,0,0,34268,9034,15799,26336,0,0,1,56182,0,0,115732,15966,34201,1,1,1,ELSS,0
2995563,28,0,2,32,1291335,535324,579348,242140,21600,0,0,117399,56747,45712,6273,0,0,0,0,1,1,32601,18253,4288,1,1,1,SSY,1
787707,48,1,2,12,348416,121308,120335,64037,21600,1,465384,141932,17438,1764,6009,1,92372,0,0,0,1,8068,7562,48236,1,1,1,SSY,0
3383562,46,1,3,14,1687635,618563,608983,173288,21600,1,269508,111904,14317,18768,49961,0,0,0,0,0,0,38096,10683,31232,1,1,1,PPF,1
2065018,29,1,3,31,785794,407308,180010,220196,21600,0,0,53413,15540,35676,4712,0,0,0,0,0,1,96587,9460,14324,1,1,1,SSY,0
909723,33,0,1,27,424148,205208,159820,29411,21600,1,307140,44194,16609,26853,8183,0,0,0,0,0,1,105806,8391,23147,1,1,1,SSY,0
1586353,37,1,1,23,779203,405504,224981,147464,21600,1,61584,51990,14984,3385,36538,1,57213,0,0,0,0,98010,10016,46615,1,1,1,PPF,0
2226663,41,0,2,19,941058,297280,325543,224740,21600,1,293340,104470,23351,16006,44149,0,0,0,0,0,1,45530,1649,33994,1,1,1,SSY,1
586629,41,0,1,19,228906,115109,50827,37881,21600,0,0,51514,18608,39139,1726,0,0,0,0,0,1,98486,6392,10861,1,1,1,SSY,1
552773,27,1,2,33,203177,87781,52637,39301,21600,1,139704,69893,48367,13201,2739,0,0,0,0,1,0,80107,26633,36799,1,1,1,ELSS,0
2822992,33,0,2,27,1175932,614810,365181,49196,21600,1,386736,14429,18758,2272,17350,0,0,0,0,0,0,135571,6242,47728,1,1,1,ELSS,0
1143810,25,1,3,35,409312,202900,207557,109679,21600,1,417876,7869,56862,22401,25958,1,125622,0,0,1,0,142131,18138,27599,1,1,1,ELSS,0
381948,23,1,2,37,175818,56262,47031,39342,21098,0,0,117450,64471,44997,16956,0,0,1,79586,1,0,32550,10529,5003,1,1,1,ELSS,0
1889573,50,0,2,10,819777,314875,268853,222046,21600,1,387000,85765,18961,48137,16475,1,171280,0,0,0,1,64235,6039,1863,1,1,1,SSY,0
3278131,22,0,3,38,1173375,573467,637993,94469,21600,0,0,136694,18261,44932,28419,0,0,0,0,0,0,13306,6739,5068,1,1,1,ELSS,1
2643628,58,0,2,2,992453,455739,520721,261910,21600,0,0,37276,1755,519,31106,1,97456,1,76133,0,0,112724,23245,49481,1,1,1,NSC,0
3230299,31,1,2,29,1223182,608690,434394,116935,21600,1,374460,25570,21182,39373,43019,0,0,1,75936,0,0,124430,3818,10627,1,1,1,ELSS,0
581383,42,1,2,18,213665,70993,83965,65340,21600,0,0,147478,26872,41708,49956,0,0,0,0,1,0,2522,48128,8292,1,1,1,PPF,1
3204936,45,1,2,15,1373876,636059,556178,295047,21600,1,93156,20389,3241,35825,16934,0,0,0,0,0,0,129611,21759,14175,1,1,1,PPF,0
2439934,54,1,3,6,1077117,392036,314383,198419,21600,0,0,125342,11586,5322,13932,1,120793,0,0,0,0,24658,13414,44678,1,1,1,NSC,0
3033112,28,0,2,32,1328000,571429,297163,23869,21600,1,210924,86784,2514,36737,31891,1,183268,0,0,0,0,63216,22486,13263,1,1,1,ELSS,0
396651,43,0,3,17,190787,59222,71268,27194,21600,1,532188,129344,11760,47690,33714,0,0,0,0,0,0,20656,13240,2310,1,1,1,PPF,1
1484592,49,1,1,11,612081,227012,169340,85920,21600,1,60660,88697,32873,35969,15184,0,0,0,0,1,0,61303,42127,14031,1,1,1,FD,1
513299,48,0,2,12,221623,103135,96701,6070,21600,0,0,49297,60107,17257,16682,0,0,0,0,1,1,100703,14893,32743,1,1,1,SSY,0
1495055,28,1,2,32,690506,213220,222775,141118,21600,0,0,8572,28225,45853,49390,0,0,0,0,1,1,141428,46775,4147,1,1,1,SSY,0
2964649,45,0,2,15,1432755,588112,287990,271888,21600,1,433356,15401,12884,18824,37563,0,0,1,81492,0,0,134599,12116,31176,1,1,1,PPF,0
1559112,43,1,2,17,586751,202070,295950,87036,21600,0,0,87858,19131,4677,7972,0,0,0,0,0,1,62142,5869,45323,1,1,1,SSY,1
2375996,35,1,2,25,1013839,508614,204297,172042,21600,1,507468,33892,5660,29521,38409,0,0,0,0,0,0,116108,19340,20479,1,1,1,ELSS,0
2253574,42,1,1,18,1106071,554443,410307,148883,21600,1,400092,75603,13376,13824,13444,0,0,0,0,0,1,74397,11624,36176,1,1,1,SSY,0
3194558,44,0,1,16,1171065,415549,433571,166085,21600,1,225672,113096,12809,14855,41876,0,0,0,0,0,0,36904,12191,35145,1,1,1,PPF,1
962213,51,0,2,9,344671,149541,185023,69003,21600,1,69612,106538,47965,19733,9969,1,141679,0,0,1,0,43462,27035,30267,1,1,1,NSC,0
1639083,22,1,3,38,799509,420564,161914,72113,21600,1,141264,90410,19731,10131,788,0,0,0,0,0,0,59590,5269,39869,1,1,1,ELSS,1
833857,47,1,1,13,355328,142242,152270,43218,21600,1,284472,103602,34629,46910,23004,0,0,0,0,1,0,46398,40371,3090,1,1,1,FD,1
2048071,32,1,1,28,740698,320788,238403,96547,21600,0,0,34959,32328,8859,23970,0,0,0,0,1,1,115041,42672,41141,1,1,1,SSY,0
1891711,55,1,2,5,880240,322517,325502,46737,21600,0,0,141154,4477,18569,7086,1,151925,0,0,0,0,8846,20523,31431,1,1,1,NSC,0
1101680,37,1,2,23,523556,256004,152040,14758,21600,0,0,110777,9425,26013,27928,0,0,0,0,0,0,39223,15575,23987,1,1,1,ELSS,1
3199675,29,1,1,31,1504765,771752,441452,159754,21600,1,221400,9491,18722,9268,27757,0,0,0,0,0,0,140509,6278,40732,1,1,1,PPF,0
3211898,51,1,1,9,1420728,440268,412294,250201,21600,1,167508,28261,8297,39462,15835,0,0,0,0,0,0,121739,16703,10538,1,1,1,NSC,0
1929040,34,0,2,26,763605,342282,278788,1090,21600,0,0,102944,19344,10391,10892,0,0,1,51615,0,0,47056,5656,39609,1,1,1,ELSS,0
903359,29,0,2,31,372226,138915,112930,55170,21600,0,0,149277,11595,22030,21329,0,0,0,0,1,0,723,63405,27970,1,1,1,ELSS,1
2385469,54,1,2,6,1041399,479727,434110,83734,21600,0,0,12213,9528,46930,27713,0,0,0,0,0,0,137787,15472,3070,1,1,1,NSC,0
953080,30,1,1,30,356076,109588,184543,27530,21600,0,0,21605,12597,44813,46371,0,0,0,0,0,0,128395,12403,5187,1,1,1,PPF,0
2207266,31,0,2,29,1047760,515175,269456,99806,21600,1,242664,143435,19613,44563,30628,0,0,0,0,0,0,6565,5387,5437,1,1,1,ELSS,1
1919110,47,0,2,13,694296,270151,325707,126820,21600,1,195768,66188,54951,16182,41580,0,0,0,0,1,0,83812,20049,33818,1,1,1,PPF,0
3194019,54,0,1,6,1422680,588354,586458,351454,21600,1,210192,129560,24843,46484,5912,0,0,0,0,1,0,20440,50157,3516,1,1,1,NSC,1
961809,46,1,3,14,401204,203553,111879,53986,21600,0,0,88207,57632,1409,8205,0,0,0,0,1,0,61793,17368,48591,1,1,1,PPF,0
971064,37,0,1,23,405426,155867,122909,28233,21600,1,219300,14915,909,48574,372,0,0,0,0,0,0,135085,24091,1426,1,1,1,PPF,0
3448159,53,1,2,7,1417274,588191,399025,13633,21600,1,60120,140302,19209,40232,47514,0,0,1,49963,0,0,9698,5791,9768,1,1,1,NSC,1
1011232,38,0,1,22,453167,167154,198331,39018,21600,1,519144,58643,19790,21534,25734,0,0,0,0,0,0,91357,5210,28466,1,1,1,PPF,0
2990543,49,1,3,11,1278659,673880,527905,23624,21600,1,253800,30615,13746,20921,22745,0,0,0,0,0,0,119385,11254,29079,1,1,1,PPF,0
1099288,39,0,2,21,464961,225336,202293,82612,21600,1,149232,86713,24544,12638,179,0,0,0,0,0,0,63287,456,37362,1,1,1,ELSS,1
821998,53,0,2,7,300517,162456,153570,26667,21600,1,113724,62222,6533,49395,23396,0,0,0,0,0,0,87778,18467,605,1,1,1,NSC,1
1517745,49,1,2,11,561270,274493,171674,164820,21600,1,364344,148,1754,26745,7378,0,0,1,70653,0,0,149852,23246,23255,1,1,1,PPF,0
492593,57,1,1,3,229392,81898,93921,35027,21600,1,412572,127769,2586,2648,40081,0,0,0,0,0,0,22231,22414,47352,1,1,1,NSC,1
1300294,24,1,1,36,639869,250991,125168,80888,21600,0,0,117928,58706,4893,9476,0,0,0,0,1,1,32072,16294,45107,1,1,1,SSY,1
1811710,45,1,3,15,846513,275860,168289,21993,21600,0,0,131832,24142,44653,41996,0,0,0,0,0,1,18168,858,5347,1,1,1,SSY,1
2679093,49,1,3,11,1107814,334922,356553,14810,21600,1,435144,7928,15234,19317,49078,0,0,0,0,0,1,142072,9766,30683,1,1,1,SSY,0
1755105,45,1,1,15,831601,261123,241525,112755,21600,0,0,4611,9372,24312,14080,1,158397,1,72537,0,0,145389,15628,25688,1,1,1,PPF,0
2077850,38,0,1,22,807128,280560,333275,100,21600,1,217104,95918,7002,25457,6131,0,0,0,0,0,0,54082,17998,24543,1,1,1,PPF,1
2016548,57,0,1,3,905390,369305,346104,240194,21600,1,212364,41420,15930,31707,26016,0,0,0,0,0,0,108580,9070,18293,1,1,1,NSC,0
1017368,29,1,2,31,439615,138946,159862,71746,21600,1,276792,34743,3216,14267,9581,0,0,1,97483,0,1,115257,21784,35733,1,1,1,SSY,0
3055475,24,1,2,36,1271925,626643,341240,1979,21600,1,105300,64591,13025,9280,36951,1,170533,0,0,0,0,85409,11975,40720,1,1,1,ELSS,0
1476957,46,1,1,14,663506,238254,135500,102115,21600,1,111984,143074,59949,15700,13769,1,77610,0,0,1,0,6926,15051,34300,1,1,1,FD,0
2909624,52,0,2,8,1203782,399711,275688,216325,21600,1,267156,116850,46874,26148,31533,0,0,0,0,1,0,33150,28126,23852,1,1,1,NSC,1
2516271,42,0,3,18,955090,495539,414025,137040,21600,1,372240,124225,8080,23207,33957,0,0,1,100570,1,1,25775,66920,26793,1,1,1,SSY,0
2881692,37,1,2,23,1269748,419321,257749,182345,21600,1,272184,102406,17288,35794,39477,0,0,1,110950,0,0,47594,7712,14206,1,1,1,ELSS,0
3155681,32,0,3,28,1446154,462801,321817,223151,21600,1,378576,100970,5968,40409,18565,0,0,0,0,0,0,49030,19032,9591,1,1,1,ELSS,1
331568,52,0,2,8,141571,60015,39764,2832,16988,0,0,6083,12598,16940,26880,1,162148,0,0,0,0,143917,12402,33060,1,1,1,NSC,0
3192970,24,0,1,36,1448047,575734,414744,179768,21600,1,241440,1986,10825,32430,41961,0,0,0,0,0,0,148014,14175,17570,1,1,1,PPF,0
908546,52,1,3,8,318732,98422,172095,84530,21600,1,526764,51616,10415,4482,42454,0,0,0,0,0,1,98384,14585,45518,1,1,1,SSY,0
2178292,58,0,2,2,959757,496994,435372,158866,21600,1,195888,68754,20141,36784,2837,0,0,1,50077,0,0,81246,4859,13216,1,1,1,NSC,0
642059,37,1,3,23,291960,108858,77264,23766,21600,0,0,123351,38985,38440,1502,0,0,0,0,1,0,26649,36015,11560,1,1,1,PPF,1
2450963,55,1,1,5,1180523,594142,477789,259928,21600,1,486216,57813,9916,6806,39197,0,0,0,0,0,0,92187,15084,43194,1,1,1,NSC,0
601364,28,1,3,32,256152,139059,68043,57181,21600,0,0,11136,62502,31285,23039,0,0,1,69155,1,0,138864,12498,18715,1,1,1,ELSS,0
3462639,42,1,3,18,1387333,606704,587967,325735,21600,0,0,124121,46728,690,25103,0,0,0,0,1,0,25879,28272,49310,1,1,1,PPF,1
1930594,55,1,2,5,700221,230945,206476,115881,21600,1,503376,27007,2515,25671,25385,1,132912,0,0,0,0,122993,22485,24329,1,1,1,NSC,0
711373,41,1,1,19,275932,140010,117001,80727,21600,1,265416,59884,632,13280,14746,0,0,0,0,0,0,90116,24368,36720,1,1,1,PPF,0
544697,53,1,2,7,231521,121207,103701,3605,21600,1,481884,19937,21522,46707,11219,0,0,0,0,0,0,130063,3478,3293,1,1,1,NSC,0
1106479,25,1,2,35,498764,198799,88688,15954,21600,1,305664,12076,24783,46716,13824,0,0,1,86292,1,0,137924,50217,3284,1,1,1,ELSS,0
1602970,37,1,1,23,563871,309765,182303,128497,21600,0,0,121716,56414,25745,45948,0,0,0,0,1,0,28284,18586,24255,1,1,1,PPF,1
394702,28,1,1,32,166142,51465,61820,2396,19937,1,426648,44871,26372,39080,40706,0,0,0,0,1,0,105129,48628,10920,1,1,1,PPF,0
1227281,30,1,3,30,540596,206180,243040,98283,21600,0,0,97885,22257,35052,37820,0,0,0,0,1,0,52115,52743,14948,1,1,1,ELSS,1
3377964,37,0,2,23,1506670,497158,466235,277847,21600,1,197292,118906,14677,27818,1868,1,117264,0,0,0,0,31094,10323,22182,1,1,1,ELSS,0
2469091,34,1,1,26,1175963,440695,291332,198876,21600,0,0,123145,10532,13518,6476,1,116540,0,0,1,0,26855,64468,36482,1,1,1,PPF,0
3186855,39,1,2,21,1150564,360539,613488,202636,21600,1,148788,126812,358,33617,7498,0,0,0,0,0,1,23188,24642,16383,1,1,1,SSY,1
1334023,22,1,2,38,583447,193535,180668,135236,21600,1,114912,99404,8864,41476,30285,0,0,0,0,0,1,50596,16136,8524,1,1,1,SSY,1
1728931,40,1,3,20,613794,240415,187499,92796,21600,0,0,129188,11542,17434,29765,1,70156,1,60481,0,0,20812,13458,32566,1,1,1,PPF,0
968795,40,0,1,20,347039,140685,159758,53789,21600,1,245340,55107,15815,1160,22361,0,0,1,114180,0,1,94893,9185,48840,1,1,1,SSY,0
2679220,47,0,2,13,1003608,485734,311185,148983,21600,1,511872,1212,22081,9001,13248,0,0,0,0,0,0,148788,2919,40999,1,1,1,PPF,0
1409736,49,1,2,11,620848,273091,115237,13694,21600,1,413784,16571,19142,25104,8625,0,0,0,0,0,1,133429,5858,24896,1,1,1,SSY,0
2048408,34,1,2,26,816630,313221,170200,83832,21600,1,338424,131756,4233,49729,45765,0,0,1,51787,0,0,18244,20767,271,1,1,1,ELSS,1
3233166,28,1,1,32,1413584,618065,343745,166399,21600,1,272580,106565,21942,38712,39894,0,0,0,0,1,0,43435,53058,11288,1,1,1,PPF,1
322551,26,1,1,34,147702,75865,35749,809,17724,0,0,5947,9617,20704,28702,0,0,0,0,0,0,144053,15383,29296,1,1,1,PPF,0
762176,53,1,2,7,364481,194048,77823,39955,21600,1,200340,127135,23123,7902,45955,0,0,0,0,0,0,22865,1877,42098,1,1,1,NSC,1
2802656,24,1,2,36,1219850,499988,246826,156283,21600,1,500820,72959,6450,12213,35983,0,0,1,74680,0,1,77041,18550,37787,1,1,1,SSY,0
2383805,28,1,1,32,981122,351081,229714,56264,21600,0,0,45647,17129,42679,427,0,0,0,0,0,0,104353,7871,7321,1,1,1,PPF,1
1666379,31,1,3,29,777320,378779,199053,122150,21600,1,345264,130417,18799,46515,23555,0,0,0,0,0,0,19583,6201,3485,1,1,1,ELSS,1
2779129,32,0,2,28,1277790,505938,537472,160679,21600,1,413160,28834,24435,21676,43554,1,64716,1,11995,0,0,121166,565,28324,1,1,1,ELSS,0
2017780,56,1,1,4,719584,394348,192984,192754,21600,1,308568,35877,18570,12482,34318,0,0,0,0,0,0,114123,6430,37518,1,1,1,NSC,0
3131455,30,1,1,30,1400310,669373,317573,29907,21600,1,84996,60032,15217,17140,2670,0,0,0,0,0,0,89968,9783,32860,1,1,1,PPF,0
3067203,26,0,3,34,1125572,436547,612786,327151,21600,0,0,100591,11957,4008,44464,0,0,1,33212,0,0,49409,13043,45992,1,1,1,ELSS,0
3228811,31,1,1,29,1422136,446953,604604,205278,21600,1,82596,74489,8381,23238,13795,0,0,0,0,1,0,75511,66619,26762,1,1,1,PPF,0
3254051,50,0,1,10,1595696,572059,293276,101219,21600,0,0,17529,20778,7942,7548,0,0,0,0,0,0,132471,4222,42058,1,1,1,NSC,0
1416521,34,1,1,26,542468,222231,246248,133258,21600,1,272052,83038,7637,660,41675,0,0,0,0,0,0,66962,17363,49340,1,1,1,PPF,0
1076385,55,1,1,5,495476,186236,130717,128011,21600,0,0,73143,4019,33583,12563,0,0,0,0,0,0,76857,20981,16417,1,1,1,NSC,1
3086202,23,1,2,37,1393608,687132,422147,228771,21600,1,195408,87273,23241,27414,20895,1,116920,0,0,0,0,62727,1759,22586,1,1,1,ELSS,0
3206273,58,0,3,2,1416005,558687,561955,336433,21600,1,257580,39767,29550,13833,2970,1,177424,0,0,1,0,110233,45450,36167,1,1,1,NSC,0
1004537,36,0,2,24,422650,201919,133286,13597,21600,1,180552,81214,44876,26624,42418,0,0,0,0,1,0,68786,30124,23376,1,1,1,ELSS,0
1070008,43,1,2,17,401749,217512,87508,61777,21600,0,0,114832,7507,4857,12118,0,0,0,0,0,1,35168,17493,45143,1,1,1,SSY,1
1595129,23,1,3,37,698314,274042,220649,60062,21600,0,0,136817,21448,42447,28451,0,0,1,23406,0,0,13183,3552,7553,1,1,1,ELSS,1
1537065,37,1,3,23,763017,330444,289949,15316,21600,0,0,86269,23486,40768,25395,1,153235,1,97945,0,0,63731,1514,9232,1,1,1,PPF,0
1591378,57,1,3,3,789421,367744,205269,53558,21600,1,206100,39023,7441,28054,21076,0,0,0,0,0,0,110977,17559,21946,1,1,1,NSC,0
701176,53,0,1,7,300122,132588,103309,39992,21600,1,426372,14588,49416,12380,42645,0,0,1,38393,1,0,135412,25584,37620,1,1,1,NSC,0
2157084,31,0,3,29,1053003,400387,237862,138282,21600,1,460824,118319,10057,46113,42915,0,0,0,0,0,0,31681,14943,3887,1,1,1,ELSS,1
2868210,55,1,2,5,1012264,507575,266687,339606,21600,1,201636,40721,37145,10599,7058,0,0,0,0,1,0,109279,37855,39401,1,1,1,NSC,0
584293,22,0,2,38,205097,69371,51580,69820,21600,0,0,126534,8720,42940,14457,0,0,0,0,0,0,23466,16280,7060,1,1,1,ELSS,1
2092837,38,1,1,22,970365,432394,340462,142399,21600,1,267288,83108,5644,49892,25965,0,0,1,113457,0,0,66892,19356,108,1,1,1,PPF,0
2165993,41,1,3,19,877334,286477,352271,254370,21600,1,223536,569,59900,1973,35590,0,0,0,0,1,0,149431,15100,48027,1,1,1,PPF,0
1552825,56,1,3,4,544537,206008,222381,60420,21600,0,0,68447,74527,11572,43066,1,88333,0,0,1,0,81553,473,38428,1,1,1,NSC,0
1650417,56,1,2,4,660071,308486,174839,117022,21600,1,157800,42875,19867,24059,34525,0,0,0,0,0,0,107125,5133,25941,1,1,1,NSC,0
3435392,47,0,1,13,1310692,556286,471069,371643,21600,0,0,141758,4681,18891,36196,0,0,0,0,0,0,8242,20319,31109,1,1,1,FD,1
3213461,35,1,1,25,1203543,371187,311490,234761,21600,0,0,29960,7910,2693,49777,1,70092,0,0,1,0,120040,67090,47307,1,1,1,PPF,0
1930969,34,1,2,26,702862,302384,348281,192369,21600,1,156780,29873,3880,5932,26470,0,0,0,0,0,0,120127,21120,44068,1,1,1,ELSS,0
421173,26,0,1,34,173846,74255,57789,13680,20861,0,0,116566,22838,12888,37338,0,0,0,0,0,0,33434,2162,37112,1,1,1,PPF,1
608710,46,1,1,14,288404,95601,114663,63127,21600,1,347388,16116,18284,48817,37564,0,0,1,67802,0,0,133884,6716,1183,1,1,1,FD,0
1920496,42,1,3,18,806922,437366,327172,186940,21600,0,0,107334,20897,29492,1421,1,188355,1,10255,0,0,42666,4103,20508,1,1,1,PPF,0
507627,27,0,3,33,253791,129642,62647,630,21600,1,64164,24741,21416,37211,43856,0,0,0,0,0,0,125259,3584,12789,1,1,1,ELSS,0
649760,50,1,2,10,265245,90896,69667,44872,21600,1,287532,20044,1068,21975,14706,0,0,0,0,0,0,129956,23932,28025,1,1,1,NSC,0
1602619,43,1,1,17,706598,227812,312684,137632,21600,1,204312,106147,9895,31738,26844,1,104708,0,0,0,0,43853,15105,18262,1,1,1,PPF,0
1924438,47,0,3,13,692741,208096,274800,79458,21600,1,265320,135995,51801,15611,48135,0,0,0,0,1,0,14005,23199,34389,1,1,1,PPF,1
2227298,53,1,1,7,823100,310569,209422,263496,21600,0,0,59648,3838,1973,47114,0,0,0,0,0,0,90352,21162,48027,1,1,1,NSC,0
867327,45,1,1,15,390634,124203,147166,5520,21600,1,431436,140988,23595,29677,27360,0,0,1,69021,0,0,9012,1405,20323,1,1,1,PPF,1
2491951,39,1,1,21,1225411,411006,391585,114225,21600,1,244404,118998,11948,35367,5813,1,101444,0,0,0,0,31002,13052,14633,1,1,1,PPF,0
1389766,48,1,3,12,498039,155936,262579,120285,21600,1,321372,30048,3065,2036,35814,1,179493,0,0,0,0,119952,21935,47964,1,1,1,PPF,0
548827,30,1,1,30,254988,77646,105435,5691,21600,1,495156,148212,10716,45210,12961,1,110692,0,0,0,0,1788,14284,4790,1,1,1,PPF,0
3199944,24,1,1,36,1193594,576902,256153,228930,21600,1,98352,75088,8532,49714,31921,0,0,1,119606,0,1,74912,16468,286,1,1,1,SSY,0
643275,42,1,2,18,266096,90257,84377,41484,21600,0,0,91080,62979,32670,42471,1,164420,0,0,1,0,58920,12021,17330,1,1,1,PPF,0
1828362,58,1,1,2,769035,399535,274806,147920,21600,1,388440,7971,24206,35757,23446,0,0,0,0,0,1,142029,794,14243,1,1,1,SSY,0
2541678,50,0,2,10,1148667,363867,384415,235470,21600,1,60612,82238,10184,12468,22072,1,122746,0,0,0,0,67762,14816,37532,1,1,1,NSC,0
699273,25,1,2,35,285418,106094,78479,72254,21600,0,0,23284,14955,35268,3464,0,0,0,0,0,0,126716,10045,14732,1,1,1,ELSS,0
1084514,30,0,1,30,505813,252595,156766,40302,21600,0,0,32599,71326,10170,9004,0,0,0,0,1,0,117401,3674,39830,1,1,1,PPF,0
788968,38,1,2,22,378061,128038,105868,38629,21600,1,307008,4791,329,8851,44078,0,0,0,0,0,0,145209,24671,41149,1,1,1,ELSS,0
1792737,40,0,3,20,631491,214880,357689,38723,21600,1,91332,22075,74716,9304,14610,0,0,0,0,1,0,127925,284,40696,1,1,1,PPF,0
586172,54,1,3,6,288429,122933,109293,25192,21600,1,318192,100808,5239,49444,26415,0,0,0,0,1,0,49192,69761,556,1,1,1,NSC,1
3154282,35,0,2,25,1290795,694875,435971,368589,21600,0,0,50100,24563,4359,30669,0,0,0,0,0,1,99900,437,45641,1,1,1,SSY,0
3409646,44,0,3,16,1447897,511895,297351,133182,21600,0,0,142491,15003,30866,21988,1,186746,0,0,1,0,7509,59997,19134,1,1,1,PPF,0
853360,49,1,2,11,365719,111953,149239,1218,21600,0,0,15701,3536,48217,44610,0,0,1,39410,0,0,134299,21464,1783,1,1,1,PPF,0
2496432,49,0,2,11,1153928,607535,458408,201928,21600,0,0,32356,3809,43371,34875,0,0,0,0,1,0,117644,71191,6629,1,1,1,PPF,0
2593474,40,1,2,20,1100560,416355,442031,68488,21600,1,295908,10360,21424,32499,44695,0,0,0,0,0,1,139640,3576,17501,1,1,1,SSY,0
1623020,48,1,1,12,807146,321060,145419,17494,21600,1,333948,85757,1665,15932,25714,0,0,0,0,0,0,64243,23335,34068,1,1,1,FD,0
1690530,26,0,1,34,655443,225074,329552,173370,21600,0,0,79782,12846,37085,45403,0,0,0,0,0,0,70218,12154,12915,1,1,1,PPF,1
2607306,43,0,1,17,1267522,648475,362033,11592,21600,1,440988,117556,9476,8776,15021,1,114361,0,0,0,0,32444,15524,41224,1,1,1,PPF,0
1096787,47,0,2,13,403131,139576,102692,44949,21600,1,381396,121701,761,12511,9471,0,0,0,0,0,0,28299,24239,37489,1,1,1,PPF,1
1364641,41,1,1,19,530490,222910,271620,112443,21600,1,416220,100264,20263,37921,7035,0,0,0,0,0,0,49736,4737,12079,1,1,1,PPF,1
1021478,48,0,2,12,473878,179368,138054,29027,21600,1,331164,14551,24278,25653,15141,0,0,0,0,0,0,135449,722,24347,1,1,1,PPF,0
589596,27,1,2,33,207089,102507,94333,21847,21600,0,0,133021,16628,42800,31912,0,0,1,73965,0,0,16979,8372,7200,1,1,1,ELSS,1
2675804,46,0,1,14,1334788,618211,233747,168761,21600,1,203040,7432,12203,6189,28039,0,0,0,0,0,0,142568,12797,43811,1,1,1,FD,0
621243,51,1,3,9,218623,103585,80860,42161,21600,1,143976,10129,63394,510,11596,0,0,0,0,1,0,139871,11606,49490,1,1,1,NSC,0
2883801,32,0,1,28,1262436,518518,242530,110617,21600,1,280332,41335,8933,25816,15619,0,0,0,0,0,0,108665,16067,24184,1,1,1,PPF,0
3437953,48,1,2,12,1369378,608888,306016,389186,21600,1,153840,110205,18170,16259,22099,0,0,0,0,0,0,39795,6830,33741,1,1,1,PPF,1
1622525,50,1,2,10,756975,392200,171787,16316,21600,1,472368,82399,42923,7919,43102,1,121160,0,0,1,0,67601,32077,42081,1,1,1,NSC,0
2798544,44,1,3,16,1156166,557013,259917,69196,21600,0,0,50355,4135,47879,44732,0,0,0,0,0,0,99645,20865,2121,1,1,1,PPF,0
2221486,57,0,3,3,1065403,527780,425852,65511,21600,1,495636,27453,60695,2913,25765,0,0,0,0,1,0,122547,14305,47087,1,1,1,NSC,0
1910921,43,1,2,17,817731,337423,155543,127682,21600,1,301596,112789,35690,22870,24496,0,0,0,0,1,0,37211,39310,27130,1,1,1,PPF,1
2117397,51,0,1,9,959405,377172,236066,193035,21600,1,275916,94218,16158,28415,19323,0,0,0,0,0,0,55782,8842,21585,1,1,1,NSC,1
3449407,38,1,2,22,1530644,496153,669915,327323,21600,1,443076,95711,16292,1614,20939,0,0,0,0,0,0,54289,8708,48386,1,1,1,ELSS,1
951809,27,0,1,33,415874,154565,118057,9582,21600,0,0,110573,22426,17861,46597,1,81126,0,0,0,0,39427,2574,32139,1,1,1,PPF,0
2241042,49,1,1,11,974058,320107,447399,114442,21600,0,0,20505,6553,33525,14866,1,57273,0,0,0,0,129495,18447,16475,1,1,1,FD,0
434607,38,1,2,22,180127,73168,56519,34618,21600,1,421968,132957,57819,1049,43271,1,86534,0,0,1,0,17043,17181,48951,1,1,1,ELSS,0
2684333,36,1,3,24,1020518,541512,489407,249605,21600,1,133908,99468,619,40750,3066,0,0,1,15594,0,0,50532,24381,9250,1,1,1,PPF,1
